species,location,time,description,sex,feather_color,time_parsed,year,month,hour,description_length,color_count
Common Redpoll,Toronto,01-07-2023 10:25,"A small finch with a brownish-gray plumage, streaks of red on its chest, and a small red cap",Unknown,Brownish-gray and Red,2023-07-01 10:25:00,2023,7,10,92,2
Eastern Screech Owl,Chicago,24-06-2023 09:50,A small owl with gray or reddish-brown plumage and prominent ear tufts,Unknown,Gray or Reddish-brown,2023-06-24 09:50:00,2023,6,9,70,1
Little Egret,Paris,05-07-2023 12:40,A small white heron with a black bill and black legs,Unknown,White and Black,2023-07-05 12:40:00,2023,7,12,52,2
Golden-crowned Sparrow,Vancouver,18-06-2023 08:55,"A medium-sized sparrow with a gray body, a black crown, and a bright yellow patch on its head",Unknown,"Gray, Black, and Yellow",2023-06-18 08:55:00,2023,6,8,93,3
Cerulean Warbler,Rio de Janeiro,27-06-2023 14:20,A small songbird with bright blue upperparts and a white underbody,Male,Blue and White,2023-06-27 14:20:00,2023,6,14,66,2
Gila Woodpecker,Phoenix,03-07-2023 11:40,A medium-sized woodpecker with a black-and-white striped back and a pale yellow belly,Unknown,"Black, White, and Yellow",2023-07-03 11:40:00,2023,7,11,85,3
Common Merganser,London,20-06-2023 16:15,"A large diving duck with a white body, a black back, and a slender red bill",Female,"White, Black, and Red",2023-06-20 16:15:00,2023,6,16,75,3
Eurasian Bullfinch,Moscow,29-06-2023 13:25,"A small finch with a grayish-blue back, a reddish breast, and a black cap",Male,"Grayish-blue, Red, and Black",2023-06-29 13:25:00,2023,6,13,73,3
Sora,Miami,22-06-2023 10:30,"A small rail bird with a brown body, a black face, and a distinctive descending whinny call",Unknown,Brown and Black,2023-06-22 10:30:00,2023,6,10,91,2
Budgerigar,Sydney,30-06-2023 09:45,"A small parrot with bright green plumage, a yellow head, and a blue rump",Unknown,"Green, Yellow, and Blue",2023-06-30 09:45:00,2023,6,9,72,3
Mourning Warbler,Ottawa,07-07-2023 16:10,"A small songbird with a grayish-brown back, a yellow underbody, and a black facial mask",Unknown,"Grayish-brown, Yellow, and Black",2023-07-07 16:10:00,2023,7,16,87,3
Violet-green Swallow,Seattle,17-06-2023 15:30,"A medium-sized bird with glossy green upperparts, a white underbody, and violet-purple rump feathers",Unknown,"Green, White, and Violet-purple",2023-06-17 15:30:00,2023,6,15,100,3
Eurasian Spoonbill,Amsterdam,24-06-2023 12:20,"A large wading bird with white plumage, a spoon-shaped bill, and a yellow face patch",Unknown,White and Yellow,2023-06-24 12:20:00,2023,6,12,84,2
Himalayan Monal,Kathmandu,01-07-2023 11:55,"A large and colorful bird with a metallic green head, a golden crest, and an array of plumage colors",Male,Various colors,2023-07-01 11:55:00,2023,7,11,100,1
Black-capped Vireo,Austin,19-06-2023 09:20,"A small songbird with a gray head, a black cap, and a white underbody",Unknown,"Gray, Black, and White",2023-06-19 09:20:00,2023,6,9,69,3
Greater Yellowlegs,Mexico City,26-06-2023 10:45,"A tall wading bird with long yellow legs, a mottled brown plumage, and a long, slender bill",Unknown,Yellow and Brown,2023-06-26 10:45:00,2023,6,10,91,2
Hoopoe,London,03-07-2023 13:30,"A medium-sized bird with a distinctive crest, a black-and-white plumage, and a pinkish-brown body",Unknown,"Pinkish-brown, Black, and White",2023-07-03 13:30:00,2023,7,13,97,3
Blue Grosbeak,Los Angeles,20-06-2023 11:40,A medium-sized finch with a vibrant blue plumage,Male,Blue,2023-06-20 11:40:00,2023,6,11,48,1
Indian Peafowl,Delhi,27-06-2023 14:25,"A large bird with colorful plumage, including iridescent blue, green, and bronze",Male,Various colors,2023-06-27 14:25:00,2023,6,14,80,1
Long-tailed Tit,London,04-07-2023 10:30,"A small songbird with a long tail, a black-and-white head, and pinkish underparts",Unknown,"Black, White, and Pink",2023-07-04 10:30:00,2023,7,10,81,3
Red Knot,New York City,21-06-2023 15:45,A medium-sized shorebird with a mottled gray-brown plumage and a reddish breast,Unknown,Gray-brown and Red,2023-06-21 15:45:00,2023,6,15,79,2
Cinnamon Hummingbird,San Francisco,28-06-2023 13:10,"A small hummingbird with cinnamon-brown plumage, a shimmering throat patch, and a long bill",Male,Cinnamon-brown,2023-06-28 13:10:00,2023,6,13,91,1
Black Guillemot,Reykjavik,05-07-2023 09:40,"A medium-sized seabird with black plumage, a white patch on its wings, and red feet",Unknown,"Black, White, and Red",2023-07-05 09:40:00,2023,7,9,83,3
Pied Flycatcher,Oslo,22-06-2023 16:25,"A small songbird with a black-and-white plumage, a white belly, and a distinctive ""pied"" appearance,Unknown,Black and White",Unknown,Black and White,2023-06-22 16:25:00,2023,6,16,123,2
Yellow-crowned Night-Heron,Miami,29-06-2023 15:55,"A medium-sized heron with a black-and-white head, a gray body, and a yellow crown",Unknown,"Black, White, and Gray",2023-06-29 15:55:00,2023,6,15,81,3
Gray Catbird,Chicago,19-06-2023 08:20,A medium-sized bird with gray plumage and a black cap,Unknown,Gray and Black,2023-06-19 08:20:00,2023,6,8,53,2
Eurasian Golden Oriole,Berlin,26-06-2023 11:30,"A medium-sized bird with bright yellow plumage, a black face mask, and a melodious song",Male,Yellow and Black,2023-06-26 11:30:00,2023,6,11,87,2
Common Nighthawk,Toronto,02-07-2023 16:40,"A medium-sized bird with mottled brown plumage, pointed wings, and a distinctive ""booming"" call,Unknown,Brown",Unknown,Brown,2023-07-02 16:40:00,2023,7,16,109,1
White-winged Crossbill,Edmonton,20-06-2023 09:55,A small finch with a crossed bill and a reddish plumage,Unknown,Red,2023-06-20 09:55:00,2023,6,9,55,1
Sooty Tern,Sydney,27-06-2023 14:20,"A medium-sized seabird with a black body, a white underbody, and a deeply forked tail",Unknown,Black and White,2023-06-27 14:20:00,2023,6,14,85,2
Yellow-billed Cuckoo,"Washington,D.C.",04-07-2023 11:40,"A medium-sized bird with a yellow bill, a long tail, and a brownish-gray plumage",Unknown,Brownish-gray and Yellow,2023-07-04 11:40:00,2023,7,11,80,2
Crested Tit,Edinburgh,21-06-2023 09:50,"A small bird with a black-and-white head, a crested crown, and grayish-brown upperparts",Unknown,"Black, White, and Gray",2023-06-21 09:50:00,2023,6,9,87,3
Crimson Rosella,Melbourne,28-06-2023 12:10,"A medium-sized parrot with bright crimson plumage, blue cheeks, and a blue tail",Unknown,Crimson and Blue,2023-06-28 12:10:00,2023,6,12,79,2
Red-eyed Vireo,Montreal,05-07-2023 15:30,"A small songbird with a grayish-olive back, a white underbody, and a distinctive red eye",Unknown,"Grayish-olive, White, and Red",2023-07-05 15:30:00,2023,7,15,88,3
Black Skimmer,Los Angeles,22-06-2023 11:45,"A medium-sized seabird with a black upper body, white underparts, and a distinctive long, red bill",Unknown,"Black, White, and Red",2023-06-22 11:45:00,2023,6,11,98,3
Boreal Owl,Edmonton,29-06-2023 10:30,A medium-sized owl with a mottled brown plumage and piercing yellow eyes,Unknown,Brown and Yellow,2023-06-29 10:30:00,2023,6,10,72,2
Olive-sided Flycatcher,Vancouver,06-07-2023 13:45,"A medium-sized songbird with an olive-brown plumage, a distinctive white patch on its sides, and a loud, clear song",Unknown,Olive-brown and White,2023-07-06 13:45:00,2023,7,13,115,2
Red-footed Booby,Gal?pagos Islands,23-06-2023 15:20,"A large seabird with a white body, a brown back, and bright red feet",Unknown,"White, Brown, and Red",2023-06-23 15:20:00,2023,6,15,68,3
Ruby-throated Hummingbird,New York City,30-06-2023 10:45,A small hummingbird with a bright green plumage and a ruby-red throat patch,Male,Green and Ruby-red,2023-06-30 10:45:00,2023,6,10,75,2
Ocellated Turkey,Cancun,07-07-2023 12:10,"A large turkey with colorful plumage, including iridescent green, blue, and bronze",Male,Various colors,2023-07-07 12:10:00,2023,7,12,82,1
African Pygmy Kingfisher,Nairobi,24-06-2023 16:30,"A small kingfisher with a turquoise-blue back, a rufous underbody, and a white throat",Unknown,"Blue, Rufous, and White",2023-06-24 16:30:00,2023,6,16,85,3
Wilson's Warbler,Seattle,19-06-2023 08:55,A small songbird with a bright yellow body and a distinctive black cap,Male,Yellow and Black,2023-06-19 08:55:00,2023,6,8,70,2
Snowy Owl,Anchorage,26-06-2023 11:20,A large owl with white plumage and piercing yellow eyes,Unknown,White,2023-06-26 11:20:00,2023,6,11,55,1
Baya Weaver,Kolkata,03-07-2023 14:25,"A small bird with yellow plumage, a black face mask, and a long, woven nest",Unknown,Yellow and Black,2023-07-03 14:25:00,2023,7,14,75,2
Northern Cardinal,"Washington,D.C.",20-06-2023 09:40,A medium-sized bird with a bright red plumage and a distinctive crest,Male,Red,2023-06-20 09:40:00,2023,6,9,69,1
Northern Parula,New York City,27-06-2023 10:55,"A small warbler with blue-gray upperparts, a yellow chest, and a black and orange neck band",Male,"Blue-gray, Yellow, Black, and Orange",2023-06-27 10:55:00,2023,6,10,91,4
Cape Petrel,Cape Town,04-07-2023 11:30,"A medium-sized seabird with a dark gray-brown body, a white underbody, and a yellow bill",Unknown,"Gray-brown, White, and Yellow",2023-07-04 11:30:00,2023,7,11,88,3
Golden Eagle,Zurich,21-06-2023 13:40,A large bird of prey with dark brown plumage and a golden-brown nape,Unknown,Brown and Golden-brown,2023-06-21 13:40:00,2023,6,13,68,2
Hoopoe,Paris,28-06-2023 10:55,"A medium-sized bird with a distinctive crest, black-and-white plumage, and a pinkish-brown body",Unknown,"Pinkish-brown, Black, and White",2023-06-28 10:55:00,2023,6,10,95,3
American Redstart,Montreal,05-07-2023 09:25,"A small warbler with black upperparts, orange patches on its wings and tail, and a white underbody",Male,"Black, Orange, and White",2023-07-05 09:25:00,2023,7,9,98,3
Great Blue Heron,Seattle,22-06-2023 16:40,"A large wading bird with a gray-blue body, a long neck, and a dagger-like bill",Unknown,Gray-blue,2023-06-22 16:40:00,2023,6,16,78,1
Blyth's Reed Warbler,Delhi,29-06-2023 12:15,A small warbler with brownish-gray plumage and a melodious song,Unknown,Brownish-gray,2023-06-29 12:15:00,2023,6,12,63,1
Roseate Spoonbill,New Orleans,06-07-2023 15:10,"A large wading bird with pink plumage, a long bill, and a distinctive spoon-shaped bill",Unknown,Pink,2023-07-06 15:10:00,2023,7,15,87,1
Blue Jay,New York City,23-06-2023 10:30,"A medium-sized bird with blue upperparts, a white underbody, and a black crest",Male,"Blue, White, and Black",2023-06-23 10:30:00,2023,6,10,78,3
Black-and-white Warbler,Chicago,30-06-2023 11:45,A small black-and-white warbler with a striped pattern on its back,Unknown,Black and White,2023-06-30 11:45:00,2023,6,11,66,2
Lilac-breasted Roller,Nairobi,07-07-2023 14:20,"A medium-sized bird with a lilac breast, a blue head, and a green back",Unknown,"Lilac, Blue, and Green",2023-07-07 14:20:00,2023,7,14,70,3
Green Jay,McAllen,24-06-2023 13:25,"A medium-sized bird with bright green plumage, a black head, and blue wing feathers",Unknown,"Green, Black, and Blue",2023-06-24 13:25:00,2023,6,13,83,3
Buff-banded Rail,Sydney,01-07-2023 15:40,"A medium-sized rail bird with a buff-colored band on its chest, a gray back, and a long bill",Unknown,Buff and Gray,2023-07-01 15:40:00,2023,7,15,92,2
Chestnut-sided Warbler,New York City,25-06-2023 09:50,"A small warbler with a yellow underbody, a chestnut-colored patch on its sides, and a gray head",Male,"Yellow, Chestnut, and Gray",2023-06-25 09:50:00,2023,6,9,95,3
Greater Sage-Grouse,Denver,02-07-2023 11:15,"A large grouse with mottled gray-brown plumage, a fan-shaped tail, and a distinctive display courtship dance",Male,Gray-brown,2023-07-02 11:15:00,2023,7,11,108,1
Great Egret,Miami,26-06-2023 14:30,"A tall wading bird with a white plumage, a long neck, and a yellow bill",Unknown,White and Yellow,2023-06-26 14:30:00,2023,6,14,71,2
Black-headed Grosbeak,Los Angeles,03-07-2023 16:55,"A medium-sized finch with a black head, a brown back, and a bright orange underbody",Male,"Black, Brown, and Orange",2023-07-03 16:55:00,2023,7,16,83,3
Crested Auklet,Anchorage,27-06-2023 13:40,"A small seabird with a black body, a white underbody, and a distinctive forward-curving crest",Unknown,Black and White,2023-06-27 13:40:00,2023,6,13,93,2
Reddish Egret,New Orleans,04-07-2023 10:25,"A medium-sized heron with a shaggy reddish-brown plumage and a distinctive ""shuffling"" feeding behavior,Unknown,Reddish-brown",Unknown,Reddish-brown,2023-07-04 10:25:00,2023,7,10,125,1
Common Loon,Minneapolis,28-06-2023 12:40,"A large diving bird with a black head, a checkered black-and-white back, and a white underbody",Unknown,"Black, White, and Checkered",2023-06-28 12:40:00,2023,6,12,94,3
Snowy-crowned Tern,Cairns,05-07-2023 09:55,"A medium-sized seabird with a white plumage, a black cap, and a long, forked tail",Unknown,White and Black,2023-07-05 09:55:00,2023,7,9,81,2
Cedar Waxwing,Toronto,29-06-2023 11:10,"A medium-sized bird with a sleek gray-brown plumage, a black mask, and waxy red tips on its wings",Unknown,"Gray-brown, Black, and Red",2023-06-29 11:10:00,2023,6,11,97,3
Pied Avocet,Amsterdam,06-07-2023 13:25,"A tall wading bird with a black-and-white plumage, a long upturned bill, and distinctive long legs",Unknown,Black and White,2023-07-06 13:25:00,2023,7,13,98,2
Brown Booby,Cancun,30-06-2023 14:40,"A medium-sized seabird with a brown body, a white underbody, and a long, pointed bill",Unknown,Brown and White,2023-06-30 14:40:00,2023,6,14,85,2
African Grey Parrot,Johannesburg,07-07-2023 15:55,"A medium-sized parrot with a gray plumage, a red tail, and a distinctive ability to mimic human speech",Unknown,Gray and Red,2023-07-07 15:55:00,2023,7,15,102,2
Eurasian Kestrel,London,25-06-2023 09:20,"A small falcon with a rusty-brown plumage, a blue-gray head, and a barred tail",Unknown,"Rusty-brown, Blue-gray, and Barred",2023-06-25 09:20:00,2023,6,9,78,3
Scarlet Tanager,"Washington,D.C.",27-06-2023 12:10,A medium-sized bird with a bright red plumage and black wings,Male,Red and Black,2023-06-27 12:10:00,2023,6,12,61,2
Red-throated Loon,Reykjavik,02-07-2023 10:25,"A medium-sized diving bird with a gray back, a white underbody, and a distinctive red throat patch",Unknown,"Gray, White, and Red",2023-07-02 10:25:00,2023,7,10,98,3
Himalayan Bulbul,Kathmandu,06-07-2023 13:30,"A small bird with a brownish-gray plumage, a black crest, and a melodious song",Unknown,Brownish-gray and Black,2023-07-06 13:30:00,2023,7,13,78,2
Crested Caracara,Amazon Rainforest,23-06-2023 15:45,"A large bird of prey with a black head, a white neck, and a brown body",Unknown,"Black, White, and Brown",2023-06-23 15:45:00,2023,6,15,70,3
Cape Gannet,Cape Town,07-07-2023 10:30,"A large seabird with a white plumage, black wing tips, and a distinctive yellow head",Unknown,"White, Black, and Yellow",2023-07-07 10:30:00,2023,7,10,84,3
Yellow-headed Blackbird,San Francisco,24-06-2023 09:55,"A medium-sized blackbird with a yellow head, a black body, and a white wing patch",Male,"Yellow, Black, and White",2023-06-24 09:55:00,2023,6,9,81,3
Chestnut-vented Tit-Babbler,Bangkok,01-07-2023 11:40,"A small bird with a brownish plumage, a black-and-white head pattern, and a distinctive chestnut vent",Unknown,"Brown, Black, White, and Chestnut",2023-07-01 11:40:00,2023,7,11,101,4
Lazuli Bunting,Denver,19-06-2023 14:15,A small bird with bright blue plumage,Male,Blue,2023-06-19 14:15:00,2023,6,14,37,1
Red-breasted Nuthatch,Seattle,26-06-2023 16:20,"A small bird with a blue-gray back, a rusty-red underbody, and a distinctive ""yank-yank"" call,Unknown,Blue-gray and Rusty-red",Unknown,Blue-gray and Rusty-red,2023-06-26 16:20:00,2023,6,16,125,2
Black-billed Magpie,Calgary,03-07-2023 13:15,"A medium-sized bird with black plumage, a long tail, and a white belly",Unknown,Black and White,2023-07-03 13:15:00,2023,7,13,70,2
Andean Condor,Lima,20-06-2023 11:30,"A massive bird of prey with black plumage, a white collar, and a bald head",Unknown,Black and White,2023-06-20 11:30:00,2023,6,11,74,2
Western Bluebird,Los Angeles,27-06-2023 09:45,"A small bird with a blue upper body, a rusty-orange breast, and a white underbody",Male,"Blue, Rusty-orange, and White",2023-06-27 09:45:00,2023,6,9,81,3
Snowy Owl,Yellowknife,04-07-2023 15:10,A large owl with white plumage and piercing yellow eyes,Unknown,White,2023-07-04 15:10:00,2023,7,15,55,1
Chestnut-backed Chickadee,Victoria,21-06-2023 10:50,"A small bird with a black cap, a gray back, and a rusty-brown underbody",Unknown,"Black, Gray, and Rusty-brown",2023-06-21 10:50:00,2023,6,10,71,3
Black-necked Stilt,Miami,28-06-2023 12:30,"A tall wading bird with long pink legs, a black-and-white plumage, and a long, thin bill",Unknown,"Black, White, and Pink",2023-06-28 12:30:00,2023,6,12,88,3
Eurasian Roller,Istanbul,05-07-2023 14:20,"A medium-sized bird with a turquoise-blue plumage, a brown back, and a hooked bill",Unknown,Turquoise-blue and Brown,2023-07-05 14:20:00,2023,7,14,82,2
Rock Ptarmigan,Anchorage,22-06-2023 09:40,"A medium-sized bird with a white plumage, a black tail, and feathered feet",Unknown,White and Black,2023-06-22 09:40:00,2023,6,9,74,2
African Penguin,Cape Town,29-06-2023 11:55,"A medium-sized penguin with a black-and-white plumage, a pink facial patch, and a distinctive waddle",Unknown,"Black, White, and Pink",2023-06-29 11:55:00,2023,6,11,100,3
